name,sex,bodymass,wingspan,fat_mass,order,wingarea,muscle_mass,range,body_mass_out,fat_mass_out,muscle_mass_out,start_min_speed,end_min_speed
Sylvia borin,NA,0.0182,0.243,0.006006000000000001,1,0.01091,0.0030940000000000004,3107.4080243043913,0.010001451935092722,-0,0.0030940000000000004,8.354325354627465,6.843817108250136
Troglodytes troglodytes,NA,0.0096,0.158555556,0.003168,1,0.005598889,0.001632,2353.4706133143545,0.005277109062785877,0,0.001632,8.355596076581923,6.846028371725596
Turdus merula,NA,0.113,0.383,0.037290000000000004,1,0.030415,0.01921,3229.296668170627,0.06207798043170533,-0,0.01921,12.23440878709234,10.022037114675738
Turdus philomelos,NA,0.06775,0.37,0.022357500000000002,1,0.02511,0.011517500000000002,3627.1192703695165,0.03722273379568885,-0,0.011517500000000002,10.49513677768975,8.596999972610561
Turdus pilaris,NA,0.106,0.3604,0.03498,1,0.035414,0.01802,2682.7460265908603,0.0582395068194293,-0,0.01802,12.346044228107603,10.114486882545723
Ardea alba,NA,0.8735,1.658,0.28825500000000004,2,0.43565,0.14849500000000002,8330.439289895126,0.4800048179754842,-0,0.14849500000000002,11.63053334268037,9.526466792538596
Ardea cinerea,NA,1.443,1.665,0.47619000000000006,2,0.41411,0.24531000000000003,7676.131945751083,0.7929524427681196,-0,0.24531000000000003,13.721099574129674,11.239137936412275
Botaurus stellaris,NA,1.3245,1.246,0.437085,2,0.24287,0.22516500000000003,5946.497321593328,0.7277047804948118,-0,0.22516500000000003,15.414378607257074,12.62613559204916
Ixobrychus minutus,NA,0.118,0.5202,0.03894,2,0.044016,0.02006,4923.066628536217,0.0648231797858323,-0,0.02006,10.650455669211503,8.723333447863862
Dendrocopos major,NA,0.07676999999999999,0.4398,0.0253341,2,0.03878,0.013050899999999999,4240.207222102423,0.042184673852109035,-0,0.013050899999999999,10.036088441316418,8.220984644962813
Dryocopus martius,NA,0.321,0.728,0.10593000000000001,2,0.108795,0.05457000000000001,4637.416145158267,0.17634227338921069,-0,0.05457000000000001,12.569976106877956,10.295938710554795
Jynx torquilla,NA,0.035,0.2926,0.011550000000000001,2,0.015634,0.005950000000000001,3746.8772528599384,0.01923576339327651,0,0.005950000000000001,9.468697570101217,7.756794405462597
Picus canus,NA,0.137,0.4485,0.04521000000000001,2,0.04155,0.023290000000000005,3749.833997367338,0.07528855187629124,-0,0.023290000000000005,12.055793458613993,9.876357308850036
Picus viridis,NA,0.176,0.509666667,0.05808,2,0.053733333,0.02992,3935.6641204343646,0.09670500329131576,-0,0.02992,12.294647249819798,10.071399167997752
Podiceps cristatus,NA,0.6735,0.749,0.222255,2,0.06826,0.114495,5079.165323855659,0.36989561938231746,-0,0.114495,15.866838243663736,12.995692236017819
Asio flammeus,NA,0.325,1.063,0.10725000000000001,2,0.16382,0.05525000000000001,7404.905321132444,0.17857539931965394,-0,0.05525000000000001,10.445450664020795,8.555511755447744
Asio otus,NA,0.299,0.9391875,0.09867,2,0.137246875,0.05083,6643.998869065097,0.16426725136161469,-0,0.05083,10.80788967795171,8.852119313614654
Athene noctua,NA,0.164,0.576666667,0.05412,2,0.061135,0.027880000000000002,4716.055782904424,0.09008653535996275,-0,0.027880000000000002,11.28934415073428,9.2465367747129
Bubo bubo,NA,2.686,1.359,0.8863800000000001,2,0.39314,0.45662,4455.5432475097405,1.4750860497371114,-0,0.45662,18.68434332859336,15.304142239460608
Otus scops,NA,0.092,0.530666667,0.03036,2,0.04908,0.01564,5052.005831575538,0.050553152589849444,-0,0.01564,9.704944351420522,7.949449219921547
Strix aluco,NA,0.475,0.965666667,0.15675,2,0.19799,0.08075,5271.050368461996,0.2610134193985807,-0,0.08075,12.437824141234634,10.188339557862845
Strix uralensis,NA,0.7845,1.186666667,0.258885,2,0.304223333,0.133365,5512.161187865853,0.4309489577354157,-0,0.133365,13.263651121953497,10.86369907782913
Tyto alba,NA,0.35,0.971666667,0.11549999999999999,2,0.145163333,0.0595,6652.045314708265,0.1923499184476207,-0,0.0595,11.198729486040946,9.173284701391147
Phalacrocorax carbo,NA,2.1095,1.33025,0.6961350000000001,2,0.25041,0.3586150000000001,5825.7609533484665,1.1588164410398367,-0,0.3586150000000001,17.423201243385837,14.271270592383601
Accipiter gentilis,NA,0.93475,0.960625,0.3084675,2,0.1722975,0.1589075,4712.700940206752,0.5136860552615865,-0,0.1589075,15.628982742381382,12.803580762384712
Accipiter nisus,NA,0.2375,0.6569,0.078375,2,0.081872,0.040375,4756.488729333007,0.1305118855529409,-0,0.040375,11.967815844739025,9.803599603909174
Aquila chrysaetos,NA,4.2635,1.828,1.406955,2,0.605395,0.724795,5626.47831510618,2.3417870510319623,-0,0.724795,18.794019277116966,15.393831283577072
Buteo buteo,NA,0.776,1.124083333,0.25608000000000003,2,0.226415,0.13192,5824.831123997723,0.42647047288396,-0,0.13192,13.578454561555153,11.123147198910857
Buteo lagopus,NA,0.956,1.2405,0.31548,2,0.258,0.16252,6231.599196154647,0.5252856010102782,-0,0.16252,13.856866608306133,11.350343172328696
Circaetus gallicus,NA,1.6995,1.66,0.5608350000000001,2,0.42766,0.28891500000000003,7216.0220196764585,0.933795795418605,-0,0.28891500000000003,14.512384600500985,11.88702852781741
Circus cyaneus,NA,0.401,1.0855,0.13233,2,0.197555,0.06817000000000001,6791.6363731179335,0.22031066158147442,-0,0.06817000000000001,11.087010220965116,9.080806053109812
Anas crecca,NA,0.3055,0.5168,0.100815,2,0.041584,0.051935,4012.8983415702373,0.16779925588196867,-0,0.051935,14.674749654680323,12.020139435604245
Anas platyrhynchos,NA,1.141,0.75725,0.37653000000000003,2,0.093075,0.19397,3844.2420286215233,0.6266254162030129,-0,0.19397,18.81333699701219,15.410791155406391
Aythya ferina,NA,0.823,0.63525,0.27159,2,0.055795,0.13991,3891.2293380476112,0.451825316543208,-0,0.13991,18.42019492751469,15.086847723089262
Aythya fuligula,NA,0.7015,0.604333333,0.231495,2,0.050496667,0.11925500000000001,3890.849214751974,0.38515154469347535,-0,0.11925500000000001,17.90575627140836,14.66573480888435
Netta rufina,NA,1.118,0.782,0.36894000000000005,2,0.08946,0.19006000000000003,4202.155286880989,0.6139947039624406,-0,0.19006000000000003,18.387923085490453,15.06175135927279
Spatula querquedula,NA,0.326,0.524,0.10758000000000001,2,0.04745,0.055420000000000004,3789.4150991602437,0.17900699694957437,-0,0.055420000000000004,14.892689662171508,12.197710894777073
Tachymarptis melba,NA,0.09644,0.489,0.0318252,2,0.028035,0.0163948,5572.491913762941,0.05298560390373897,-0,0.0163948,10.270132832336047,8.411977590005339
Upupa epops,NA,0.061399999999999996,0.41633333300000003,0.020262,2,0.039216667,0.010438,3983.1284096211966,0.03373444652738577,-0,0.010438,9.574459659294916,7.842519951135638
Caprimulgus europaeus,NA,0.067,0.498,0.02211,2,0.03658,0.01139,5419.821344063333,0.03681729551933627,-0,0.01139,9.012846796614417,7.382506298265732
Larus ridibundus,NA,0.284,0.858333333,0.09372,2,0.088766667,0.048279999999999997,6966.033359946639,0.1560758981025188,-0,0.048279999999999997,11.113078719571497,9.103030357542966
Larus michahellis,NA,1.154,1.275,0.38082,2,0.22583,0.19618,6658.109990129242,0.6342048839037894,-0,0.19618,14.553627614558591,11.921829874965828
Sterna hirundo,NA,0.12,0.705333333,0.0396,2,0.054593333,0.0204,7088.740066558035,0.06593281714508001,-0,0.0204,9.19793751369963,7.53357260072187
Gallinago gallinago,NA,0.105,0.382,0.03465,2,0.02255,0.01785,4033.206365953232,0.05770359572183205,-0,0.01785,11.954066385548996,9.792899636433336
Scolopax rusticola,NA,0.3095,0.62,0.102135,2,0.06052,0.052615,4667.877913958313,0.17003703390058816,-0,0.052615,13.456130696111721,11.022202971079416
Tringa glareola,NA,0.0675,0.364,0.022275000000000003,2,0.01724,0.011475,4570.046870583596,0.037096807642014236,0,0.011475,10.568243956468656,8.657342194223622
Tringa nebularia,NA,0.187,0.5335,0.06171,2,0.03874,0.03179,4947.699337275436,0.10277030010694574,-0,0.03179,12.262320904898134,10.045145475803668
Ciconia ciconia,NA,3.448,1.705,1.13784,2,0.432225,0.58616,6218.726420241139,1.8937069950266807,-0,0.58616,18.129974870093942,14.849068212287287
Ciconia nigra,NA,2.926,1.676,0.9655800000000001,2,0.45162,0.4974200000000001,6162.503106430844,1.6080179334089073,-0,0.4974200000000001,17.3119581154229,14.181916503735044
Columba livia,NA,0.3545,0.6016,0.116985,2,0.063878,0.060265,4143.144520924166,0.19479326469921981,-0,0.060265,14.293013885177542,11.708869204462772
Streptopelia decaocto,NA,0.149,0.4506,0.04917,2,0.043062,0.025330000000000002,3638.9291426737846,0.08185307816534636,-0,0.025330000000000002,12.369232143204846,10.132026958343108
Alcedo atthis,NA,0.0358,0.24075,0.011814,2,0.01087,0.006086,3180.528868346655,0.019668159477417044,-0,0.006086,10.517621919135854,8.615514216354043
Coracias garrulus,NA,0.146,0.60325,0.04818,2,0.0603825,0.024820000000000002,5252.099669433192,0.0802092567302137,-0,0.024820000000000002,10.618024562172739,8.696828003089472
Merops apiaster,NA,0.056600000000000004,0.408714286,0.018678000000000004,2,0.024808571,0.009622000000000002,4838.721123758383,0.031095929912467003,-0,0.009622000000000002,9.40448643327724,7.702936541096009
Cuculus canorus,NA,0.1115,0.5685,0.036795,2,0.05475,0.018955000000000003,5217.13804643135,0.06126035661837051,-0,0.018955000000000003,9.997275199348827,8.188543962618803
Falco cherrug,NA,0.966,0.971,0.31878,2,0.13936,0.16422,5316.263261820675,0.5308638249424336,-0,0.16422,15.716685770010525,12.875136331256275
Falco peregrinus,NA,0.6975,1.016,0.23017500000000002,2,0.13789,0.11857500000000001,6311.687181372171,0.3833161555918936,-0,0.11857500000000001,13.783383956525336,11.290788018983703
Falco subbuteo,NA,0.2095,0.676,0.069135,2,0.06705,0.035615,5655.087700064555,0.11513136076882749,-0,0.035615,11.314157983739484,9.267967065724196
Falco tinnunculus,NA,0.184,0.677666667,0.06072,2,0.075865,0.03128,5507.042558134532,0.10112149659102602,-0,0.03128,10.821548131906214,8.86453142469307
Falco vespertinus,NA,0.1525,0.656333333,0.050325,2,0.061736667,0.025925,5920.980700190048,0.08378758373538268,-0,0.025925,10.328540951795269,8.459798085773013
Perdix perdix,NA,0.4055,0.445666667,0.13381500000000002,2,0.042996667,0.06893500000000001,2701.014004691445,0.22279827524549284,-0,0.06893500000000001,17.36763120300582,14.23033096769147
Phasianus colchicus,NA,1.135,0.686166667,0.37455,2,0.117125,0.19295,2744.395151835666,0.6230847946223684,-0,0.19295,19.729088680668266,16.161487542793054
Tetrastes bonasia,NA,0.429,0.454,0.14157,2,0.04808,0.07293000000000001,2590.521177012519,0.23544432464422255,-0,0.07293000000000001,17.53385028842129,14.361477088403683
Gavia arctica,NA,3.0795,1.171,1.016235,2,0.15418,0.5235150000000001,5133.023662467636,1.692353609742244,-0,0.5235150000000001,21.067374501196987,17.25999458194426
Crex crex,NA,0.1555,0.4255,0.051315,2,0.035115,0.026435,3597.62985811424,0.08540380663936926,-0,0.026435,12.911390532996759,10.575453613383752
Fulica atra,NA,0.836,0.6735,0.27588,2,0.076165,0.14212,3705.6963767938128,0.4593177345304633,-0,0.14212,17.983230340058554,14.732857717602275
Gallinula chloropus,NA,0.305,0.487,0.10065,2,0.043713333,0.05185,3485.4209169326923,0.1675994399893999,-0,0.05185,15.108808940788965,12.378131069856684
Porzana porzana,NA,0.0871,0.354,0.028743,2,0.02374,0.014807,3578.6335794820166,0.04783400073095096,-0,0.014807,11.667428206449072,9.556125732059378
Rallus aquaticus,NA,0.1115,0.355833333,0.036795,2,0.028505,0.018955000000000003,3084.2939511922896,0.06123449502720604,-0,0.018955000000000003,12.636405896395976,10.350406637380232
Zapornia parva,NA,0.0497,0.269,0.016401000000000002,2,0.01219,0.008449000000000002,3423.9024894920512,0.027299216054754206,-0,0.008449000000000002,11.100420458203995,9.092258031332523
Acrocephalus arundinaceus,NA,0.03,0.2555,0.0099,1,0.01437,0.0051,2877.36555936456,0.016485529864460998,-0,0.0051,9.625098879270377,7.885114350403454
Acrocephalus palustris,NA,0.0115,0.1782,0.003795,1,0.006708,0.001955,2545.810066343583,0.006317442616057853,-0,0.001955,8.370850649540934,6.856903925814659
Acrocephalus schoenobaenus,NA,0.0112,0.1742,0.003696,1,0.006956,0.001904,2429.0105341794524,0.006156563636493203,0,0.001904,8.392103835611822,6.875856983371375
Acrocephalus scirpaceus,NA,0.0123,0.1715,0.004059,1,0.006895,0.002091,2371.1902375298387,0.006759647447146062,-0,0.002091,8.726337504894033,7.149258582039364
Hippolais icterina,NA,0.0132,0.2106,0.0043560000000000005,1,0.009746,0.0022440000000000003,2716.697516024823,0.007254509544981434,0,0.0022440000000000003,8.062373919826818,6.6050177490578
Aegithalos caudatus,NA,0.0086,0.155125,0.0028380000000000002,1,0.0062275,0.0014620000000000002,2188.11015284864,0.004726336459179852,-0,0.0014620000000000002,8.143199032573484,6.67158596752354
Alauda arvensis,NA,0.03995,0.329,0.0131835,1,0.02168,0.006791500000000001,3418.756827295987,0.02195203138878983,-0,0.006791500000000001,9.332298292540038,7.64474535332833
Galerida cristata,NA,0.04283,0.305,0.014133900000000001,1,0.02058,0.0072811,3094.138295779983,0.023533344579444962,-0,0.0072811,9.920162279996289,8.126446596482852
Bombycilla garrulus,NA,0.054450000000000005,0.29925,0.017968500000000002,1,0.01632,0.0092565,3238.774583928049,0.029922151196444195,-0,0.0092565,10.849729940263698,8.888429925780217
Certhia familiaris,NA,0.009,0.1675,0.00297,1,0.00758,0.00153,2234.1395059521037,0.004943365122037087,-0,0.00153,7.956337271909141,6.517182330383946
Cinclus cinclus,NA,0.061700000000000005,0.2434,0.020361000000000004,1,0.012788,0.010489000000000002,2497.8433642861346,0.033879236984173874,-0,0.010489000000000002,12.542396582942446,10.273642728651796
Corvus monedula,NA,0.246,0.596,0.08118,1,0.064236,0.04182,4195.768781354192,0.1351318269274569,-0,0.04182,12.712601746879852,10.412849919994201
Corvus cornix,NA,0.57,0.8155,0.1881,1,0.13218,0.0969,4305.95985605078,0.31325739671303676,-0,0.0969,14.38311640228604,11.783237886167322
Corvus frugilegus,NA,0.4535,0.7915,0.149655,1,0.116495,0.07709500000000001,4575.823764514295,0.24918150747911444,-0,0.07709500000000001,13.52769430406034,11.08138862617607
Garrulus glandarius,NA,0.168,0.471636364,0.05544,1,0.058511818,0.028560000000000006,3087.804531446731,0.09228531998925106,-0,0.028560000000000006,12.5839712581781,10.30828830984903
Pica pica,NA,0.206,0.495428571,0.06798,1,0.059741429,0.03502,3213.4021898903575,0.113146618439153,-0,0.03502,13.142104231654894,10.76509223341662
Emberiza calandra,NA,0.04875,0.2625,0.0160875,1,0.01543,0.008287500000000001,2715.4870568391525,0.02678295986404826,-0,0.008287500000000001,11.16491948243182,9.146376563039317
Emberiza cia,NA,0.02345,0.228333333,0.0077385,1,0.012986667,0.0039865000000000005,2592.9993968321023,0.012880346992144945,-0,0.0039865000000000005,9.378614716551297,7.682191649263069
Emberiza citrinella,NA,0.0297,0.243666667,0.009801,1,0.0136,0.0050490000000000005,2741.341828463475,0.016317299942297303,-0,0.0050490000000000005,9.823062967490355,8.046877879155062
Emberiza hortulana,NA,0.019899999999999998,0.23,0.006567,1,0.01233,0.0033829999999999997,2728.76574803686,0.010931060095998233,-0,0.0033829999999999997,8.846761036015351,7.246487983837658
Emberiza schoeniclus,NA,0.018449999999999998,0.21625,0.006088499999999999,1,0.01165,0.0031365,2563.4333240646847,0.01013894044460722,-0,0.0031365,8.896361972016397,7.288286963108669
Carduelis carduelis,NA,0.016,0.209,0.00528,1,0.00923875,0.00272,2732.557479594771,0.008791096268268059,-0,0.00272,8.629419558116007,7.06905043048374
Carpodacus erythrinus,NA,0.024,0.228,0.00792,1,0.010766,0.00408,2819.3343109721577,0.013181317445674948,-0,0.00408,9.458314247759526,7.7471102692343425
Coccothraustes coccothraustes,NA,0.05665,0.27875,0.0186945,1,0.0159575,0.0096305,2893.5202080190916,0.03110621244513658,-0,0.0096305,11.391094293347994,9.329842574861434
Fringilla coelebs,NA,0.023969999999999998,0.2412,0.0079101,1,0.013214,0.0040749,2795.5531723504,0.013174361117717921,0,0.0040749,9.192028265567064,7.530773276343872
Fringilla montifringilla,NA,0.0232,0.246571429,0.007656,1,0.012732857,0.003944,2948.662747894634,0.012742292227388693,-0,0.003944,8.992896195940677,7.365798556991926
Linaria cannabina,NA,0.01955,0.2245,0.006451500000000001,1,0.0101625,0.0033235000000000005,2868.7490573867735,0.010744236710123964,-0,0.0033235000000000005,8.901639166253219,7.2925985032034415
Loxia curvirostra,NA,0.040600000000000004,0.247,0.013398000000000002,1,0.01131,0.006902000000000001,2933.1005864570307,0.02230339227873683,-0,0.006902000000000001,10.828683717500343,8.870408830125585
Pyrrhula pyrrhula,NA,0.0218,0.235,0.007194000000000001,1,0.012613333,0.003706,2767.3501823949314,0.011981081160810755,0,0.003706,9.022398873222894,7.391665904214023
Serinus serinus,NA,0.0112,0.1958,0.003696,1,0.008356,0.001904,2636.493501561594,0.0061537621712614695,-0,0.001904,7.915686402824692,6.484318068130629
Spinus spinus,NA,0.01325,0.1909,0.0043725,1,0.007099,0.0022525,2714.1803346354745,0.007279815210647021,-0,0.0022525,8.478845949653595,6.945601242076693
Cecropis daurica,NA,0.0222,0.3045,0.007326000000000001,1,0.015565,0.0037740000000000004,3572.385230933304,0.012198198806992386,-0,0.0037740000000000004,7.974358974725044,6.532075782973585
Delichon urbicum,NA,0.0145,0.260833333,0.004785,1,0.010558333,0.002465,3374.546633066311,0.007966039868707371,-0,0.002465,7.47507228660786,6.122787647685196
Hirundo rustica,NA,0.01798,0.295571429,0.0059334,1,0.014135714,0.0030566,3536.1878989251604,0.009880384373126171,-0,0.0030566,7.544350356129726,6.180003105440817
Riparia riparia,NA,0.01273,0.254,0.0042009000000000005,1,0.010372,0.0021641,3271.2096093809228,0.006996641868580544,0,0.0021641,7.253107726206626,5.941836552234694
Lanius collurio,NA,0.02845,0.246142857,0.009388500000000001,1,0.01235,0.0048365000000000005,2930.0831043092307,0.015624298655624548,-0,0.0048365000000000005,9.634374685360191,7.891091871629694
Lanius minor,NA,0.0465,0.320333333,0.015345000000000001,1,0.0192,0.007905,3416.8513287090127,0.025548185397346726,-0,0.007905,9.948903239893363,8.149637009200104
Locustella luscinioides,NA,0.013900000000000001,0.179333333,0.004587000000000001,1,0.006657778,0.0023630000000000005,2549.7492078067253,0.0076389031749198155,-0,0.0023630000000000005,8.888851265502005,7.282278806354647
Anthus campestris,NA,0.023,0.270666667,0.00759,1,0.01536,0.00391,3105.7220980205825,0.012633307102063033,-0,0.00391,8.558537527614057,7.010036049900888
Anthus spinoletta,NA,0.023899999999999998,0.254,0.007887,1,0.014105,0.004063,2934.168685880038,0.01313623663919974,0,0.004063,8.948691888327884,7.331351673233757
Anthus trivialis,NA,0.023399999999999997,0.245,0.007722,1,0.01272,0.003978,2919.68170420132,0.012854996100443862,-0,0.003978,9.04755349856611,7.411141268271188
Motacilla alba,NA,0.021,0.2344,0.00693,1,0.011078,0.0035700000000000007,2929.2698646385707,0.011536167901169457,-0,0.0035700000000000007,8.921996420073539,7.308195161276272
Motacilla cinerea,NA,0.0176,0.222625,0.005808000000000001,1,0.00989125,0.0029920000000000003,2886.004005407939,0.009667593246945053,-0,0.0029920000000000003,8.631220707148684,7.069797988558522
Motacilla flava,NA,0.0176,0.232,0.005808000000000001,1,0.011,0.0029920000000000003,2918.4060833422145,0.009673456685735516,0,0.0029920000000000003,8.455030835251742,6.9268317492431315
Erithacus rubecula,NA,0.0177,0.189666667,0.005841000000000001,1,0.009068889,0.0030090000000000004,2359.5902513448495,0.009719698165329806,-0,0.0030090000000000004,9.368806982342521,7.673756233844035
Ficedula albicollis,NA,0.0127,0.217333333,0.004191,1,0.00967,0.002159,2836.3763121931484,0.006979620112639603,-0,0.002159,7.83494738407449,6.418577697370189
Ficedula hypoleuca,NA,0.013900000000000001,0.206166667,0.004587000000000001,1,0.009113333,0.0023630000000000005,2711.1063283869357,0.007639858677199508,0,0.0023630000000000005,8.290236583207786,6.791924306679542
Luscinia luscinia,NA,0.0238,0.241,0.007854000000000002,1,0.011756667,0.004046000000000001,2944.6465141187505,0.013078607499007478,-0,0.004046000000000001,9.174039536036272,7.5155004351006545
Luscinia megarhynchos,NA,0.0183,0.230555556,0.006039,1,0.01152,0.0031110000000000005,2835.942761410962,0.010053260244478243,-0,0.0031110000000000005,8.592516123142643,7.038381405702731
Muscicapa striata,NA,0.0159,0.239285714,0.005247000000000001,1,0.01204,0.0027030000000000005,2937.8439585521883,0.00873695967441455,-0,0.0027030000000000005,8.048005584462587,6.592766917048318
Oenanthe oenanthe,NA,0.02563,0.2565,0.0084579,1,0.013275,0.0043571,3043.8127346413544,0.014079540437774797,-0,0.0043571,9.114958359210503,7.4662006700850165
Oenanthe pleschanka,NA,0.019399999999999997,0.25275,0.006402,1,0.0135375,0.0032979999999999997,3000.3978633275096,0.010656284063113385,-0,0.0032979999999999997,8.367910149842414,6.854002960467826
Phoenicurus ochruros,NA,0.0165,0.227285714,0.005445,1,0.012037143,0.002805,2741.265258592999,0.009062803538481478,-0,0.002805,8.360370793054397,6.84783274057438
Phoenicurus phoenicurus,NA,0.0146,0.2035,0.004818,1,0.009395,0.0024820000000000003,2623.656370009274,0.008023950371057671,0,0.0024820000000000003,8.482232729442442,6.94911835191511
Saxicola rubetra,NA,0.0166,0.214666667,0.005478,1,0.009922222,0.0028220000000000003,2748.1761284228714,0.009118408808926478,-0,0.0028220000000000003,8.619944194842406,7.0606673970468
Saxicola rubicola,NA,0.015300000000000001,0.1835,0.0050490000000000005,1,0.007835,0.0026010000000000004,2434.067504277766,0.008408789703453054,0,0.0026010000000000004,9.073132881097388,7.433522495066465
Oriolus oriolus,NA,0.079,0.344,0.026070000000000003,1,0.02341,0.013430000000000001,3251.6908097247733,0.043401955275439844,-0,0.013430000000000001,11.456715463543691,9.384976405096598
Panurus biarmicus,NA,0.01385,0.160571429,0.0045705,1,0.006248571,0.0023545000000000003,2217.129956471238,0.007610433585577571,-0,0.0023545000000000003,9.382532485574627,7.686815829993576
Cyanistes caeruleus,NA,0.0106,0.174166667,0.0034980000000000002,1,0.008045,0.0018020000000000002,2281.809981026791,0.005825234463534971,-0,0.0018020000000000002,8.240198983889366,6.7508900316125
Parus major,NA,0.01825,0.195666667,0.0060225,1,0.010041667,0.0031025000000000002,2350.9860413020415,0.010025461491673868,-0,0.0031025000000000002,9.318659790802739,7.6336224650587825
Periparus ater,NA,0.0092,0.166857143,0.003036,1,0.007105714,0.001564,2282.659812060044,0.005057112805233614,0,0.001564,8.030295972855562,6.579430835909955
Poecile palustris,NA,0.0109,0.173125,0.0035970000000000004,1,0.00784875,0.001853,2284.838783946914,0.005988605829022104,-0,0.001853,8.342237644390856,6.833937525069988
Passer domesticus,NA,0.0277,0.2108,0.009141,1,0.01034,0.0047090000000000005,2487.3125376376993,0.015215232050078936,-0,0.0047090000000000005,10.318401274549087,8.452404397373233
Passer hispaniolensis,NA,0.0242,0.222,0.007986,1,0.010284,0.0041140000000000005,2757.1378293704333,0.013301105262739046,0,0.0041140000000000005,9.611842611314703,7.874899395325746
Passer montanus,NA,0.0208,0.1846,0.006864,1,0.00803,0.003536,2346.5079002780826,0.011426726088639223,-0,0.003536,10.021644373881351,8.209780737970991
Phylloscopus collybita,NA,0.0083,0.161,0.002739,1,0.00647,0.0014110000000000001,2272.680027251034,0.004559355212000128,-0,0.0014110000000000001,7.899149243865605,6.470529773825135
Phylloscopus sibilatrix,NA,0.0092,0.2024,0.003036,1,0.008506,0.001564,2711.974477988921,0.005055777621458087,-0,0.001564,7.291194772414041,5.972980489821355
Phylloscopus trochilus,NA,0.0087,0.177333333,0.002871,1,0.007323333,0.001479,2450.771650702394,0.00477994780999616,-0,0.001479,7.6456637800188565,6.263100912468733
Prunella modularis,NA,0.02025,0.186166667,0.006682500000000001,1,0.00879,0.0034425000000000002,2281.641998175843,0.011126212603088017,-0,0.0034425000000000002,9.890596815507658,8.10285856822475
Regulus ignicapilla,NA,0.0056,0.129,0.001848,1,0.00417,9.52e-4,2046.1701007856639,0.0030762006823104185,-0,9.52e-4,7.73938703093105,6.339838896768001
Regulus regulus,NA,0.00555,0.1325,0.0018315000000000002,1,0.00467,9.435000000000001e-4,2019.512763137931,0.0030499600676505718,-0,9.435000000000001e-4,7.613677626741568,6.237689937967421
Remiz pendulinus,NA,0.009300000000000001,0.153,0.0030690000000000005,1,0.0059,0.0015810000000000004,2188.791026439673,0.0051102149889690005,-0,0.0015810000000000004,8.416355306538675,6.895066676338934
Sitta europaea,NA,0.022600000000000002,0.234571429,0.007458000000000001,1,0.01283,0.003842000000000001,2732.2986181005117,0.012413565689390851,-0,0.003842000000000001,9.13983427698993,7.486476104453553
Pastor roseus,NA,0.07325,0.34814285699999997,0.0241725,1,0.021951429,0.0124525,3458.8706791700165,0.04025635974623924,-0,0.0124525,11.104916908004778,9.097600107010418
Sturnus vulgaris,NA,0.086,0.3595,0.02838,1,0.022916667,0.01462,3486.3283418446313,0.047259585885933986,-0,0.01462,11.528863564301162,9.444718775754808
Curruca communis,NA,0.015099999999999999,0.1976,0.004983,1,0.009088,0.002567,2545.941796034439,0.00829930695551187,0,0.002567,8.70514591893177,7.131997759861822
Curruca curruca,NA,0.0111,0.1728,0.0036630000000000005,1,0.007452,0.0018870000000000002,2329.929782223041,0.006100361537072449,0,0.0018870000000000002,8.40086600836168,6.882646999805653
Curruca nisoria,NA,0.0225,0.2345,0.007425,1,0.012075,0.0038250000000000003,2807.5396620276,0.012362933297758248,-0,0.0038250000000000003,9.127716857923545,7.47736652867783
Sylvia atricapilla,NA,0.0167,0.204,0.005511,1,0.009038333,0.002839,2656.3469002560123,0.00917879766002972,0,0.002839,8.8601601700288235,7.258974649128688
Sylvia borin,NA,0.0182,0.2145,0.006006000000000001,1,0.009476667,0.0030940000000000004,2784.9835003926696,0.00999707794337256,-0,0.0030940000000000004,8.892029056170795,7.283508739535436
Troglodytes troglodytes,NA,0.0096,0.132666667,0.003168,1,0.004615556,0.001632,1965.1710156720758,0.005271572113898729,-0,0.001632,9.13455217012529,7.482237536958499
Turdus merula,NA,0.113,0.339142857,0.037290000000000004,1,0.026488571,0.01921,2768.9920146510703,0.062093196919395535,-0,0.01921,13.001427459672009,10.651932535158975
Turdus philomelos,NA,0.06775,0.3184,0.022357500000000002,1,0.020522,0.011517500000000002,3118.2207767564037,0.03720972790286513,-0,0.011517500000000002,11.313642084481335,9.266894590843151
Turdus pilaris,NA,0.106,0.3885,0.03498,1,0.030275,0.01802,3359.589406458098,0.05823919295060936,-0,0.01802,11.891173287101184,9.741070302980916
Ardea alba,NA,0.8735,1.518,0.28825500000000004,2,0.39103,0.14849500000000002,7508.8908648430415,0.48005560803499125,-0,0.14849500000000002,12.1550292424937,9.956591785793274
Ardea cinerea,NA,1.443,1.531,0.47619000000000006,2,0.36736,0.24531000000000003,6972.704912027462,0.7930430439301827,0,0.24531000000000003,14.308972189444178,11.721349161975617
Botaurus stellaris,NA,1.3245,1.15,0.437085,2,0.22235,0.22516500000000003,5330.233193742626,0.7277436306136523,-0,0.22516500000000003,16.044867052396462,13.143217674702193
Ixobrychus minutus,NA,0.118,0.4744,0.03894,2,0.03945,0.02006,4418.085388772485,0.0648444848711818,-0,0.02006,11.152725748143306,9.135965354545789
Dendrocopos major,NA,0.07676999999999999,0.3855,0.0253341,2,0.033135,0.013050899999999999,3621.3491662279826,0.04216395748044295,-0,0.013050899999999999,10.71963260818634,8.77985036124671
