name,sex,bodymass,wingspan,fat_mass,order,wingarea,muscle_mass,range,body_mass_out,fat_mass_out,muscle_mass_out,start_min_speed,end_min_speed
Falco concolor,NA,0.25,0.9,0.0825,2,0.1196,0.0425,6789.23220818923,0.1373914282406379,-0,0.0425,10.400936662299507,8.519666054928487
Falco eleonorae,NA,0.36,1,0.1188,2,0.15,0.061200000000000004,6840.461804984824,0.1978447738294791,-0,0.061200000000000004,11.143140271888804,9.12769924369869
Falco naumanni,NA,0.148,0.65,0.04884,2,0.0611,0.025160000000000002,5886.180670008019,0.08131208914658587,-0,0.025160000000000002,10.275579349630995,8.416314058778791
Falco peregrinus,m,0.411,0.77,0.13563,2,0.0723,0.06987,5888.515044248248,0.2257948702690667,-0,0.06987,13.272465298623182,10.87116323287923
Falco peregrinus,f,0.998,1.1,0.32934,2,0.1478,0.16966,6429.442424725321,0.5484294227581974,-0,0.16966,14.927751831246686,12.228119396438874
Falco peregrinus,m,0.57,0.96,0.1881,2,0.1098,0.0969,6631.651073229133,0.3131684597917648,-0,0.0969,13.256514810875155,10.858141304691014
Falco subbuteo,NA,0.184,0.75,0.06072,2,0.0653,0.03128,6874.496359573274,0.10109817810291602,-0,0.03128,10.286480942166115,8.425293001997549
Falco tinnunculus,NA,0.206,0.75,0.06798,2,0.0777,0.03502,6307.787602232082,0.11317441996212668,-0,0.03502,10.681316891259453,8.748513800757374
Falco vespertinus,NA,0.165,0.72,0.054450000000000005,2,0.0728,0.028050000000000002,6306.586661049856,0.09064690030477517,-0,0.028050000000000002,10.123842048482354,8.291787804616657
Coturnix coturnix,NA,0.096,0.37,0.03168,2,0.02,0.01632,4114.929654827936,0.0527347130546726,-0,0.01632,11.788737780837389,9.656000147914718
Fulica atra,NA,0.744,0.75,0.24552000000000002,2,0.07,0.12648,4900.151382752928,0.4085995032610096,-0,0.12648,16.391536149757094,13.425492911654496
Acrocephalus arundinaceus,NA,0.031,0.27,0.010230000000000001,1,0.0117,0.00527,3398.2296663880966,0.017028185703046136,-0,0.00527,9.466031739950022,7.753449383113853
Acrocephalus palustris,NA,0.013,0.2,0.00429,1,0.0072,0.00221,2866.0556070997854,0.007141056440683426,-0,0.00221,8.231250594786264,6.742214916610528
Acrocephalus scirpaceus,NA,0.01,0.2,0.0033000000000000004,1,0.0074,0.0017000000000000001,2821.4174920375754,0.005496060131272431,0,0.0017000000000000001,7.5416385789217255,6.178378700093898
Hippolais icterina,NA,0.014,0.22,0.00462,1,0.0081,0.00238,3072.1264314133773,0.0076946067835267406,0,0.00238,8.04457440771465,6.590391377525367
Hippolais polyglotta,NA,0.011,0.2,0.00363,1,0.0083,0.00187,2714.110078465159,0.006044365219823747,-0,0.00187,7.785207210247119,6.377545071548726
Iduna pallida,NA,0.012,0.2,0.00396,1,0.0083,0.00204,2714.3914005290176,0.006593950055512153,-0,0.00204,8.014430391773566,6.565389445537142
Alauda arvensis,NA,0.031,0.36,0.010230000000000001,1,0.0233,0.00527,3778.7377673382293,0.017031529756974764,-0,0.00527,8.19782395982653,6.714812496674679
Galerida cristata,NA,0.045,0.34,0.01485,1,0.02,0.0076500000000000005,3672.4964259358094,0.024727927139747873,-0,0.0076500000000000005,9.551852959674795,7.824625507691957
Lullula arborea,NA,0.027,0.29,0.00891,1,0.0164,0.00459,3297.109189215121,0.014833413975236676,-0,0.00459,8.722511082579771,7.14475971742061
Corvus monedula,NA,0.181,0.6,0.05973,1,0.0618,0.030770000000000002,4555.704652750549,0.09941703458750518,-0,0.030770000000000002,11.437757724628918,9.367990573677249
Corvus corax,NA,0.945,1.14,0.31185,1,0.2472,0.16065000000000002,5194.036752066947,0.5191324808892877,-0,0.16065000000000002,14.399081703445631,11.79417451175964
Corvus corone,NA,0.552,0.93,0.18216000000000002,1,0.147,0.09384000000000002,5221.159439535925,0.30331866490155407,-0,0.09384000000000002,13.325267057494885,10.915416759860568
Corvus frugilegus,NA,0.454,0.93,0.14982,1,0.1373,0.07718000000000001,5587.414215560386,0.24948681850109444,-0,0.07718000000000001,12.484391122283773,10.226626698668742
Corvus ruficollis,NA,0.72,1.1,0.2376,1,0.1944,0.12240000000000001,5800.820652672876,0.3956856977382609,-0,0.12240000000000001,13.387662597099471,10.966808173850627
Garrulus glandarius,NA,0.15,0.55,0.0495,1,0.0662,0.025500000000000002,3926.4002560376807,0.08239622034240196,-0,0.025500000000000002,11.220851211813418,9.190808570286793
Nucifraga caryocatactes,NA,0.192,0.65,0.06336,1,0.079,0.03264,4594.676659104561,0.10548479982084122,-0,0.03264,11.207403160989635,9.180015755970155
Pica pica,NA,0.227,0.61,0.07491,1,0.0595,0.038590000000000006,4587.265654169696,0.12470794687656558,-0,0.038590000000000006,12.233491354565807,10.020501242098826
Emberiza hortulana,NA,0.022,0.26,0.00726,1,0.0138,0.00374,3077.5568715111585,0.012087363977950415,-0,0.00374,8.60383362271653,7.047807887357998
Carduelis carduelis,NA,0.018,0.24,0.00594,1,0.0099,0.00306,3173.158847427201,0.009891523720143597,-0,0.00306,8.375456225524692,6.861099819029329
Chloris chloris,NA,0.029,0.27,0.00957,1,0.0112,0.00493,3467.459586469003,0.015931665657795156,-0,0.00493,9.25781640199535,7.583172257458017
Fringilla coelebs,NA,0.023,0.26,0.00759,1,0.013,0.00391,3146.154676378533,0.012640221254421841,-0,0.00391,8.732332679352329,7.1537032065446295
Fringilla montifringilla,NA,0.023,0.27,0.00759,1,0.0125,0.00391,3353.876057784486,0.012640122853777514,-0,0.00391,8.569097114362188,7.0198472689324465
Linaria cannabina,NA,0.018,0.24,0.00594,1,0.0093,0.00306,3245.5227892157345,0.009890052293666103,-0,0.00306,8.375456225524692,6.860731341652383
Serinus serinus,NA,0.011,0.22,0.00363,1,0.0076,0.00187,3100.8735352600706,0.006045406904531523,0,0.00187,7.4229038244956715,6.080891773169145
Spinus spinus,NA,0.011,0.21,0.00363,1,0.0079,0.00187,2921.119205665996,0.006045700551820777,0,0.00187,7.59758428439961,6.224184848943838
Cecropis daurica,NA,0.022,0.33,0.00726,1,0.0154,0.00374,3886.429060741975,0.0120857886652721,-0,0.00374,7.636980956309408,6.255162755555497
Delichon urbicum,NA,0.018,0.28,0.00594,1,0.0107,0.00306,3647.931753869014,0.009892959054410356,0,0.00306,7.754165718355908,6.352212894764956
Hirundo rustica,NA,0.017,0.32,0.00561,1,0.014,0.00289,3781.371075766169,0.009342455279506591,-0,0.00289,7.116401452435731,5.82946727146608
Ptyonoprogne rupestris,NA,0.024,0.33,0.00792,1,0.0113,0.00408,4241.997203603652,0.013190221449622412,0,0.00408,7.86183984892282,6.440214323907615
Riparia riparia,NA,0.014,0.28,0.00462,1,0.0096,0.00238,3659.616569062583,0.0076915703620134505,-0,0.00238,7.130753072902072,5.840703197863189
Lanius collurio,NA,0.03,0.3,0.0099,1,0.0145,0.0051,3599.370971556762,0.016481884541902768,-0,0.0051,8.882598346454243,7.275839587902558
Locustella naevia,NA,0.013,0.19,0.00429,1,0.007,0.00221,2714.317854236913,0.007142129281798632,-0,0.00221,8.445084920838754,6.917833397018766
Anthus pratensis,NA,0.02,0.27,0.006600000000000001,1,0.0143,0.0034000000000000002,3194.070607152311,0.010990076099088489,-0,0.0034000000000000002,8.17885172677058,6.6998921040849035
Anthus spinoletta,NA,0.026,0.28,0.00858,1,0.0151,0.00442,3256.698150044434,0.014284711490775898,-0,0.00442,8.765875726863632,7.180421838871075
Anthus trivialis,NA,0.022,0.28,0.00726,1,0.0126,0.00374,3495.6925292728542,0.01208504512025361,-0,0.00374,8.290861531555764,6.790795709182986
Motacilla alba,NA,0.02,0.27,0.006600000000000001,1,0.0129,0.0034000000000000002,3317.7348452610895,0.010992786563908681,0,0.0034000000000000002,8.17885172677058,6.700397596485977
Motacilla cinerea,NA,0.017,0.26,0.00561,1,0.011,0.00289,3349.222417445304,0.009341682518541436,-0,0.00289,7.894938564167212,6.467260651169196
Motacilla flava,NA,0.017,0.26,0.00561,1,0.0103,0.00289,3420.8453000994296,0.009342058738641138,-0,0.00289,7.894938564167212,6.467325022460982
Erithacus rubecula,NA,0.015,0.22,0.00495,1,0.0101,0.00255,2830.692032872048,0.008240347232492552,-0,0.00255,8.231818911897614,6.742867401158399
Ficedula hypoleuca,NA,0.013,0.24,0.00429,1,0.0091,0.00221,3233.0936597279733,0.007141847974646418,-0,0.00221,7.514069378737086,6.154751493569156
Luscinia megarhynchos,NA,0.02,0.25,0.006600000000000001,1,0.0116,0.0034000000000000002,3143.1255158063113,0.010985803474735392,-0,0.0034000000000000002,8.499712043003454,6.961905800602962
Muscicapa striata,NA,0.015,0.24,0.00495,1,0.011,0.00255,3050.6563219089558,0.00824319702054339,-0,0.00255,7.881366572392059,6.45639475277025
Oenanthe oenanthe,NA,0.025,0.31,0.00825,1,0.0157,0.00425,3644.5504560972918,0.013733957250000234,-0,0.00425,8.22266996989664,6.735032492520454
Phoenicurus ochruros,NA,0.015,0.25,0.00495,1,0.0106,0.00255,3235.8816197296965,0.008241406334965468,-0,0.00255,7.722130631275424,6.325401297872664
Phoenicurus phoenicurus,NA,0.015,0.23,0.00495,1,0.0106,0.00255,2938.8924026397112,0.00824173979630356,-0,0.00255,8.05087771926292,6.594944381806195
Saxicola rubetra,NA,0.016,0.24,0.00528,1,0.0095,0.00272,3217.915135210843,0.00879092564882965,-0,0.00272,8.05284067870591,6.596371486827719
Periparus ater,NA,0.009,0.19,0.00297,1,0.0061,0.00153,2836.71961592355,0.004944640509636705,-0,0.00153,7.470398853715233,6.1192594889626655
Phylloscopus trochilus,NA,0.008,0.19,0.00264,1,0.0071,0.00136,2677.8051116082615,0.004395152224328752,-0,0.00136,7.18264535751751,5.883538871132576
Prunella modularis,NA,0.017,0.21,0.00561,1,0.009,0.00289,2774.130615063439,0.009337452086272239,-0,0.00289,8.784676670287439,7.195443615366353
Regulus ignicapilla,NA,0.006,0.15,0.00198,1,0.005,0.00102,2303.3975126079986,0.003296145380104613,-0,0.00102,7.344268163350624,6.0160376400218984
Regulus regulus,NA,0.005,0.16,0.0016500000000000002,1,0.0053,8.500000000000001e-4,2387.7618704362462,0.0027475522181567335,-0,8.500000000000001e-4,6.6915575689294435,5.48173697638948
Sturnus vulgaris,NA,0.085,0.38,0.028050000000000002,1,0.023,0.014450000000000003,3812.0708617658197,0.04669647380706345,-0,0.014450000000000003,11.169921653087998,9.149526935005094
Curruca communis,NA,0.015,0.21,0.00495,1,0.0087,0.00255,2828.148871680967,0.008238924219351601,-0,0.00255,8.425535272418276,6.901185789071405
Curruca curruca,NA,0.012,0.2,0.00396,1,0.0073,0.00204,2849.4185237696192,0.006594264174072705,-0,0.00204,8.014430391773566,6.56542897582105
Curruca hortensis,NA,0.021,0.24,0.00693,1,0.0112,0.0035700000000000007,3012.9745117508214,0.011537166593786676,-0,0.0035700000000000007,8.817292081492079,7.222575102991217
Sylvia atricapilla,NA,0.021,0.23,0.00693,1,0.0098,0.0035700000000000007,2999.9571753770774,0.011540010499887279,-0,0.0035700000000000007,9.006932961573039,7.378566053240587
Sylvia borin,NA,0.017,0.23,0.00561,1,0.0095,0.00289,3060.537493428213,0.009340892976082127,-0,0.00289,8.394049207445404,6.876115751320736
Turdus merula,NA,0.098,0.39,0.03234,1,0.0297,0.01666,3461.300361107669,0.053846593218809274,-0,0.01666,11.561716240138232,9.471213593656037
Turdus philomelos,NA,0.072,0.36,0.02376,1,0.0226,0.01224,3611.805231290925,0.03956009264917941,-0,0.01224,10.858000334568597,8.894486727484308
Turdus pilaris,NA,0.093,0.43,0.030690000000000002,1,0.0335,0.01581,3875.0189122246525,0.051093332474678496,-0,0.01581,10.820206496628854,8.863076241488868
Turdus torquatus,NA,0.105,0.44,0.03465,1,0.033,0.01785,3979.332811547786,0.05767372825548564,-0,0.01785,11.138353742744332,9.123031736835442
Turdus viscivorus,NA,0.135,0.47,0.044550000000000006,1,0.0358,0.02295,4105.846390783301,0.07414889940169796,-0,0.02295,11.719203517557306,9.598684734826598
Ardea cinerea,NA,1.21,1.6,0.3993,2,0.358,0.20570000000000002,7976.844104634999,0.6649521664419782,-0,0.20570000000000002,13.198653973465122,10.811293909736168
Ardea purpurea,NA,1.109,1.37,0.36597,2,0.2488,0.18853,7314.08584480477,0.6093113809103536,-0,0.18853,13.854954394747828,11.348244191740827
Egretta garzetta,NA,0.5,0.92,0.165,2,0.115,0.085,6232.642366084122,0.274777817337116,-0,0.085,12.962635116310565,10.618376354735425
Nycticorax nycticorax,NA,0.656,1.1,0.21648,2,0.16,0.11152000000000001,6884.999530825241,0.36038350528487134,-0,0.11152000000000001,12.978419311031901,10.629917442680286
Pelecanus onocrotalus,NA,7.3,2.86,2.4090000000000003,2,0.934,1.241,9140.62896466054,4.010905220776296,-0,1.241,17.976944217605958,14.724651717003164
Platalea leucorodia,NA,1.501,1.26,0.49533,2,0.2341,0.25517,5978.882804677343,0.8244765093062204,-0,0.25517,15.981531746315074,13.089718595392894
Phoenicopterus ruber,NA,3,1.53,0.99,2,0.2715,0.51,6566.924295008951,1.6479222828278124,-0,0.51,18.270689478190157,14.964994603408254
Jynx torquilla,NA,0.03,0.29,0.0099,2,0.015,0.0051,3852.1443463934334,0.016483507160959344,-0,0.0051,9.034448634079771,7.400319500183879
Podiceps cristatus,NA,1,0.81,0.33,2,0.0855,0.17,4737.644838455596,0.5492964243813114,-0,0.17,17.407572157758835,14.258915638515422
Pterocles coronatus,NA,0.3,0.57,0.099,2,0.0432,0.051000000000000004,4733.953352563281,0.1647790532514416,-0,0.051000000000000004,13.888752031883188,11.375736442574643
Pterocles orientalis,NA,0.41,0.72,0.1353,2,0.0721,0.0697,5249.226954337796,0.22532270064722332,-0,0.0697,13.714433770007028,11.234748810665275
Asio flammeus,NA,0.35,1.03,0.11549999999999999,2,0.1343,0.0595,7551.0686308526,0.19233397685769818,-0,0.0595,10.876991620648035,8.9093336747372
Asio otus,NA,0.28,0.94,0.09240000000000001,2,0.13,0.04760000000000001,6889.9643813868915,0.1538625580917785,-0,0.04760000000000001,10.569245608734866,8.657234149329657
Phalacrocorax carbo,NA,2.556,1.35,0.84348,2,0.2243,0.43452,5966.2429899039935,1.4037399482847894,-0,0.43452,18.43891543633456,15.102094365011576
Calonectris leucomelas,f,0.48,1.1066,0.1584,2,0.12205,0.0816,8245.400579766905,0.26373009814090465,-0,0.0816,11.659484066052165,9.54974371412881
Calonectris leucomelas,m,0.55,1.1305,0.18150000000000002,2,0.1302,0.09350000000000001,8103.845421889444,0.3022369785333963,-0,0.09350000000000001,12.071365147721528,9.887654232244108
Hydroprogne caspia,NA,0.662,1.28,0.21846000000000002,2,0.1289,0.11254000000000002,9389.215949080843,0.3637180128087717,-0,0.11254000000000002,12.0679045965729,9.88407662637112
Sterna hirundo,NA,0.133,0.81,0.043890000000000005,2,0.0556,0.02261,8242.534055633761,0.0730829427589799,-0,0.02261,8.882653605026025,7.275465156628573
Sterna hirundo,NA,0.131,0.77,0.043230000000000005,2,0.0488,0.02227,8082.370741305998,0.07197589077183669,-0,0.02227,9.064530780426685,7.424182541563163
Sterna paradisaea,NA,0.122,0.8,0.040260000000000004,2,0.0529,0.02074,8272.353108683054,0.06704558077277165,-0,0.02074,8.684338108553089,7.113269790691989
Sterna paradisaea,NA,0.096,0.72,0.03168,2,0.0449,0.01632,7798.066181739592,0.05274853966541335,-0,0.01632,8.450879739886457,6.921690343916827
Sternula albifrons,NA,0.051,0.48,0.01683,2,0.0194,0.00867,6488.682151049202,0.02802213484790001,-0,0.00867,8.381750877161236,6.865150622411458
Sternula albifrons,NA,0.051,0.51,0.01683,2,0.0202,0.00867,6821.867054968377,0.028021863309592512,-0,0.00867,8.131492751564531,6.66010332361228
Thalasseus sandvicensis,NA,0.242,0.99,0.07986,2,0.0735,0.04114,9166.547791051864,0.13298895440527592,-0,0.04114,9.809921695531317,8.03516309173491
Accipiter gentilis,NA,0.93475,1.059125,0.3084675,2,0.19282625,0.1589075,5381.9944942503535,0.5135265169320445,-0,0.1589075,14.884492937326952,12.191922111831259
Accipiter nisus,NA,0.2375,0.7337,0.078375,2,0.092866,0.040375,5459.504278325278,0.1305169420707159,-0,0.040375,11.32414102599672,9.276142182107879
Aquila chrysaetos,NA,4.2635,1.99,1.406955,2,0.66198,0.724795,6357.50966111692,2.342605296501677,-0,0.724795,18.012799937432007,14.755114134938085
Buteo buteo,NA,0.776,1.245272727,0.25608000000000003,2,0.255015455,0.13192,6643.2005197390345,0.42638358825135914,-0,0.13192,12.900821292682522,10.567024834440438
Buteo lagopus,NA,0.956,1.247,0.31548,2,0.24455,0.16252,6460.129165011731,0.5253206844207348,-0,0.16252,13.820704895366156,11.320906201998792
Circaetus gallicus,NA,1.6995,1.775,0.5608350000000001,2,0.45793,0.28891500000000003,7893.8410226724845,0.9337674328667652,-0,0.28891500000000003,14.034393352592504,11.49519322986835
Circus cyaneus,NA,0.401,1.168,0.13233,2,0.21396,0.06817000000000001,7406.210495264908,0.22031293544238148,-0,0.06817000000000001,10.688282902790855,8.754136506289742
Anas crecca,NA,0.3055,0.5946,0.100815,2,0.04953,0.051935,4769.5431554002,0.16788722808314138,-0,0.051935,13.681052237941724,11.207498961893535
Anas platyrhynchos,NA,1.141,0.858,0.37653000000000003,2,0.10946,0.19397,4520.092116659738,0.6265787405593636,-0,0.19397,17.674284114816725,14.476328396163185
Aythya ferina,NA,0.823,0.71425,0.27159,2,0.065785,0.13991,4480.221769724688,0.4520657311280243,-0,0.13991,17.37166453302248,14.229671620000072
Aythya fuligula,NA,0.7015,0.675666667,0.231495,2,0.059313333,0.11925500000000001,4440.553778383234,0.385243868031548,-0,0.11925500000000001,16.93420044840765,13.870270605526136
Netta rufina,NA,1.118,0.871,0.36894000000000005,2,0.1041,0.19006000000000003,4787.048636774411,0.6143798541190678,-0,0.19006000000000003,17.423162112648694,14.27370279462541
Spatula querquedula,NA,0.326,0.59,0.10758000000000001,2,0.0544,0.055420000000000004,4426.081272546699,0.17913105599828558,-0,0.055420000000000004,14.035011645569194,11.497245367136657
Tachymarptis melba,NA,0.09644,0.535,0.0318252,2,0.03195,0.0163948,6035.902921532272,0.05299598799055941,-0,0.0163948,9.818691147960124,8.042609476723241
Upupa epops,NA,0.061399999999999996,0.458,0.020262,2,0.043066667,0.010438,4479.857549151595,0.033742796261093576,-0,0.010438,9.128556886475405,7.477693487067094
Caprimulgus europaeus,NA,0.067,0.54,0.02211,2,0.04051,0.01139,5836.687347664739,0.03681277347777065,-0,0.01139,8.655253261893836,7.089213318529322
Larus ridibundus,NA,0.284,0.9405,0.09372,2,0.103515,0.048279999999999997,7535.364941127193,0.1560807647770437,0,0.048279999999999997,10.61653950137431,8.696270101270773
Larus michahellis,NA,1.154,1.379,0.38082,2,0.24742,0.19618,7345.210433289139,0.6340032338857103,-0,0.19618,13.994075661654117,11.462010223684079
Sterna hirundo,NA,0.12,0.75,0.0396,2,0.05866,0.0204,7475.538872308964,0.06594195301633193,-0,0.0204,8.91983924244604,7.306076741518512
Gallinago gallinago,NA,0.105,0.425,0.03465,2,0.02607,0.01785,4538.542019924268,0.057680341415201106,-0,0.01785,11.333208527918186,9.282717550394125
Scolopax rusticola,NA,0.3095,0.682,0.102135,2,0.06807,0.052615,5243.227927982981,0.17002023021503038,-0,0.052615,12.829917214741776,10.5085724293957
Tringa glareola,NA,0.0675,0.412,0.022275000000000003,2,0.02011,0.011475,5183.887820863299,0.03708965821608713,-0,0.011475,9.933559872576653,8.136656091200894
Tringa nebularia,NA,0.187,0.592,0.06171,2,0.044385,0.03179,5551.77499044398,0.1027293514390035,-0,0.03179,11.640698366302695,9.534382464672571
Ciconia ciconia,NA,3.448,1.871,1.13784,2,0.48661,0.58616,6998.131446098195,1.8943427019961228,-0,0.58616,17.307028148984323,14.176165761666276
Ciconia nigra,NA,2.926,1.805,0.9655800000000001,2,0.49137,0.4974200000000001,6817.411045820917,1.6075057626048497,-0,0.4974200000000001,16.68186478599194,13.663928366175119
Columba livia,NA,0.3545,0.6625,0.116985,2,0.0701075,0.060265,4748.342853984594,0.1947051808220423,-0,0.060265,13.62024087264366,11.155572342749107
Streptopelia decaocto,NA,0.149,0.49875,0.04917,2,0.0472825,0.025330000000000002,4200.356344269031,0.08188757583295528,0,0.025330000000000002,11.757009786233986,9.631464084283452
